Scheme Name	Net Asset Value
BANDHAN NIFTY100 LOW VOLATILITY 30 INDEX FUND - IDCW - REGULAR PLAN	11.6464
BANDHAN NIFTY200 MOMENTUM 30 INDEX FUND - GROWTH - DIRECT PLAN	11.9044
BANDHAN NIFTY200 MOMENTUM 30 INDEX FUND - GROWTH - REGULAR PLAN	11.8282
BANDHAN NIFTY200 MOMENTUM 30 INDEX FUND - IDCW - DIRECT PLAN	11.9043
BANDHAN NIFTY200 MOMENTUM 30 INDEX FUND - IDCW - REGULAR PLAN	11.8276
	
	
	
Baroda BNP Paribas Nifty SDL December 2026 Index Fund - Direct Plan - Growth Option	10.4574
Baroda BNP Paribas Nifty SDL December 2026 Index Fund - Direct Plan - IDCW Option	10.0000
Baroda BNP Paribas Nifty SDL December 2026 Index Fund - Regular Plan - Growth Option	10.4349
Baroda BNP Paribas Nifty SDL December 2026 Index Fund - Regular Plan - IDCW Option	10.4350
Baroda BNP Paribas NIFTY SDL December 2028 Index Fund - Direct Plan - Growth Option	10.4210
Baroda BNP Paribas NIFTY SDL December 2028 Index Fund - Direct Plan - IDCW Option	10.4211
Baroda BNP Paribas NIFTY SDL December 2028 Index Fund - Regular Plan - Growth Option	10.4036
Baroda BNP Paribas NIFTY SDL December 2028 Index Fund - Regular Plan - IDCW Option	10.4038
	
	
	
DSP CRISIL SDL Plus G-Sec Apr 2033 50:50 Index Fund - Direct - Growth	10.5267
DSP CRISIL SDL Plus G-Sec Apr 2033 50:50 Index Fund - Direct - IDCW	10.5267
DSP CRISIL SDL Plus G-Sec Apr 2033 50:50 Index Fund - Regular - Growth	10.5074
DSP CRISIL SDL Plus G-Sec Apr 2033 50:50 Index Fund - Regular - IDCW	10.5074
DSP Nifty 50 Equal Weight Index Fund - Direct Plan - Growth	19.4973
DSP Nifty 50 Equal Weight Index Fund - Direct Plan - IDCW	18.5560
DSP Nifty 50 Equal Weight Index Fund - Regular Plan - Growth	18.9546
DSP Nifty 50 Equal Weight Index Fund - Regular Plan - IDCW	18.0163
DSP Nifty 50 Index Fund - Direct Plan - Growth	18.9538
DSP Nifty 50 Index Fund - Direct Plan - IDCW	17.9512
DSP Nifty 50 Index Fund - Regular Plan - Growth	18.7875
DSP Nifty 50 Index Fund - Regular Plan - IDCW	17.8975
DSP Nifty Midcap 150 Quality 50 Index Fund - Direct - Growth	11.4170
DSP Nifty Midcap 150 Quality 50 Index Fund - Direct - IDCW	11.4170
DSP Nifty Midcap 150 Quality 50 Index Fund - Regular - Growth	11.3224
DSP Nifty Midcap 150 Quality 50 Index Fund - Regular - IDCW	11.3224
DSP Nifty Next 50 Index Fund - Direct Plan - Growth	17.7261
DSP Nifty Next 50 Index Fund - Direct Plan - IDCW	16.9048
DSP Nifty Next 50 Index Fund - Regular Plan - Growth	17.4842
DSP Nifty Next 50 Index Fund - Regular Plan - IDCW	16.6645
DSP Nifty SDL Plus G-Sec Jun 2028 30:70 Index Fund - Direct - Growth	10.7841
DSP Nifty SDL Plus G-Sec Jun 2028 30:70 Index Fund - Direct - IDCW	10.7841
DSP Nifty SDL Plus G-Sec Jun 2028 30:70 Index Fund - Regular - Growth	10.7577
DSP Nifty SDL Plus G-Sec Jun 2028 30:70 Index Fund - Regular - IDCW	10.7577
DSP Nifty SDL Plus G-Sec Sep 2027 50:50 Index Fund - Direct - Growth	10.4828
DSP Nifty SDL Plus G-Sec Sep 2027 50:50 Index Fund - Direct - IDCW	10.4828
DSP Nifty SDL Plus G-Sec Sep 2027 50:50 Index Fund - Regular - Growth	10.4716
DSP Nifty SDL Plus G-Sec Sep 2027 50:50 Index Fund - Regular - IDCW	10.4716
	
	
	
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL April 2037 Index Fund - Direct Plan - Growth	10.8479
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL April 2037 Index Fund - Direct Plan - IDCW Option	10.8478
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL April 2037 Index Fund - Regular Plan - Growth	10.8171
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL April 2037 Index Fund - Regular Plan - IDCW Option	10.8171
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL June 2027 Index Fund - Direct Plan - Growth	10.7198
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL June 2027 Index Fund - Direct Plan - IDCW	10.7191
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL June 2027 Index Fund - Regular Plan - Growth	10.6941
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL June 2027 Index Fund - Regular Plan - IDCW	10.6944
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Sep 2028 Index Fund - Direct Plan - Growth	10.7067
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Sep 2028 Index Fund - Direct Plan - IDCW	10.7069
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Sep 2028 Index Fund - Regular Plan - Growth	10.6809
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Sep 2028 Index Fund - Regular Plan - IDCW	10.6809
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Short Duration Index fund - Direct Plan - Growth	10.4796
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Short Duration Index fund - Direct Plan - IDCW	10.4797
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Short Duration Index fund - Regular Plan - Growth	10.4476
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Short Duration Index fund - Regular Plan - IDCW	10.4483
Edelweiss CRISIL PSU Plus SDL 50:50 Oct 2025 Index Fund - Direct Plan - IDCW Payout	10.735
Edelweiss CRISIL PSU Plus SDL 50:50 Oct 2025 Index Fund - Direct Plan Growth	10.7345
Edelweiss CRISIL PSU Plus SDL 50:50 Oct 2025 Index Fund - Regular Plan - IDCW Payout	10.7017
Edelweiss CRISIL PSU Plus SDL 50:50 Oct 2025 Index Fund - Regular Plan Growth	10.7014
Edelweiss MSCI India Domestic & World Healthcare 45 Index Fund - Direct Plan - IDCW Option	14.4041
Edelweiss MSCI India Domestic & World Healthcare 45 Index Fund - Regular Plan - IDCW Option	14.1555
Edelweiss MSCI India Domestic & World Healthcare 45 Index Fund Direct Plan - Growth	14.4041
Edelweiss MSCI India Domestic & World Healthcare 45 index Fund Regular Plan - Growth	14.1555
Edelweiss Nifty 100 Quality 30 Index Fund Direct Plan Growth	11.3842
Edelweiss Nifty 100 Quality 30 Index Fund Direct Plan IDCW	11.2249
Edelweiss Nifty 100 Quality 30 Index Fund Regular Plan Growth	11.2381
Edelweiss Nifty 100 Quality 30 Index Fund Regular Plan IDCW	11.2376
Edelweiss Nifty 50 Index Fund Direct Plan Growth	11.3871
Edelweiss Nifty 50 Index Fund Direct Plan IDCW	11.2295
Edelweiss Nifty 50 Index Fund Regular Plan Growth	11.126
Edelweiss Nifty 50 Index Fund Regular Plan IDCW	11.1258
Edelweiss NIFTY Large Midcap 250 Index Fund - Direct Plan Growth	12.2651
Edelweiss NIFTY Large Midcap 250 Index Fund - Direct Plan Payout	12.265
Edelweiss NIFTY Large Midcap 250 Index Fund - Regular Plan Growth	12.1147
Edelweiss NIFTY Large Midcap 250 Index Fund - Regular Plan Payout	12.1142
Edelweiss Nifty Midcap150 Momentum 50 Index Fund - Direct Plan - Growth	12.4699
Edelweiss Nifty Midcap150 Momentum 50 Index Fund - Direct Plan - IDCW	12.4719
Edelweiss Nifty Midcap150 Momentum 50 Index Fund - Regular Plan - Growth	12.3927
Edelweiss Nifty Midcap150 Momentum 50 Index Fund - Regular Plan - IDCW	12.3926
Edelweiss Nifty Next 50 Index Fund - Direct Plan - Growth	10.4225
Edelweiss Nifty Next 50 Index Fund - Direct Plan - IDCW	10.4225
Edelweiss Nifty Next 50 Index Fund - Regular Plan - Growth	10.3578
Edelweiss Nifty Next 50 Index Fund - Regular Plan - IDCW	10.3579
Edelweiss NIFTY PSU Bond Plus SDL Apr 2026 50: 50 Index Fund - Regular Plan - IDCW Option	11.4123
Edelweiss NIFTY PSU Bond Plus SDL Apr 2026 50:50 Index Fund - Direct Plan - Growth	11.4611
Edelweiss NIFTY PSU Bond Plus SDL Apr 2026 50:50 Index Fund - Direct Plan - IDCW Option	11.4617
Edelweiss NIFTY PSU Bond Plus SDL Apr 2026 50:50 Index Fund - Regular Plan - Growth	11.4112
Edelweiss NIFTY PSU Bond Plus SDL Apr 2027 50:50 Index Fund - Direct Plan - IDCW	10.8448
Edelweiss NIFTY PSU Bond Plus SDL Apr 2027 50:50 Index Fund - Direct Plan Growth	10.8461
Edelweiss NIFTY PSU Bond Plus SDL Apr 2027 50:50 Index Fund - Regular Plan - Growth	10.807
Edelweiss NIFTY PSU Bond Plus SDL Apr 2027 50:50 Index Fund - Regular Plan - IDCW	10.8075
Edelweiss Nifty Smallcap 250 Index Fund - Direct Plan - Growth	12.8327
Edelweiss Nifty Smallcap 250 Index Fund - Direct Plan - IDCW	12.8329
Edelweiss Nifty Smallcap 250 Index Fund - Regular Plan - Growth	12.7606
Edelweiss Nifty Smallcap 250 Index Fund - Regular Plan - IDCW	12.7606
	
	
	
Franklin India INDEX FUND- NSE Nifty 50 Index Fund - Direct - IDCW	164.3717
Franklin India Index Fund- NSE Nifty 50 Index Fund - Growth	157.5060
Franklin India INDEX FUND- NSE NIFTY 50 INDEX FUND - IDCW	157.5060
Franklin India INDEX FUND- NSE NIFTY 50 INDEX FUND- Direct - Growth	164.3717
	
	
	
HDFC Index Fund-NIFTY 50 Plan - Direct Plan	188.1466
HDFC Index Fund-NIFTY 50 Plan - Growth Plan	184.517
HDFC Index Fund-S&P BSE Sensex Plan - Direct Plan	617.5863
HDFC Index Fund-S&P BSE Sensex Plan - Growth Plan	604.5301
HDFC Nifty 100 Equal Weight Index Fund - Direct Plan - Growth Option	11.7208
HDFC Nifty 100 Equal Weight Index Fund - Growth Option	11.609
HDFC NIFTY 100 Index Fund - Direct Plan - Growth Option	11.5153
HDFC NIFTY 100 Index Fund - Growth Option	11.4009
HDFC Nifty G-Sec Apr 2029 Index Fund - Growth Option	10.4364
HDFC Nifty G-Sec Apr 2029 Index Fund - Growth Option - Direct Plan	10.4468
HDFC Nifty G-Sec Dec 2026 Index Fund - Growth Option	10.6197
HDFC Nifty G-Sec Dec 2026 Index Fund - Growth Option - Direct Plan	10.6351
HDFC Nifty G-Sec July 2031 Index Fund - Growth Option	10.6213
HDFC Nifty G-Sec July 2031 Index Fund - Growth Option - Direct Plan	10.639
HDFC Nifty G-Sec Jun 2027 Index Fund - Growth Option	10.5364
HDFC Nifty G-Sec Jun 2027 Index Fund - Growth Option - Direct Plan	10.5508
HDFC Nifty G-Sec Jun 2036 Index Fund - Growth Option	10.4457
HDFC Nifty G-Sec Jun 2036 Index Fund - Growth Option - Direct Plan	10.4593
HDFC Nifty G-Sec Sep 2032 Index Fund - Growth Option	10.55
HDFC Nifty G-Sec Sep 2032 Index Fund - Growth Option - Direct Plan	10.5648
HDFC NIFTY Midcap 150 Index Fund - Growth Option	12.854
HDFC NIFTY Midcap 150 Index Fund - Growth Option - Direct Plan	12.8969
HDFC NIFTY Next 50 Index Fund - Direct Plan - Growth Option	10.6296
HDFC NIFTY Next 50 Index Fund - Growth Option	10.5167
HDFC Nifty SDL Oct 2026 Index Fund - Growth Option	10.4615
HDFC Nifty SDL Oct 2026 Index Fund - Growth Option - Direct Plan	10.4744
HDFC NIFTY SDL Plus G-Sec Jun 2027 40:60 Index Fund - Growth Option	10.3466
HDFC NIFTY SDL Plus G-Sec Jun 2027 40:60 Index Fund - Growth Option - Direct Plan	10.3554
HDFC NIFTY Smallcap 250 Index Fund - Growth Option	13.4924
HDFC NIFTY Smallcap 250 Index Fund - Growth Option - Direct Plan	13.5376
HDFC NIFTY50 Equal weight Index Fund - Direct Plan - Growth Option	13.2352
HDFC NIFTY50 Equal weight Index Fund - Growth Option	13.0633
HDFC S&P BSE 500 Index Fund - Growth Option	11.6846
HDFC S&P BSE 500 Index Fund - Growth Option - Direct Plan	11.7245
	
	
	
HSBC CRISIL IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund - Direct - Growth	10.7863
HSBC CRISIL IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund - Direct - Payout of IDCW	10.7863
HSBC CRISIL IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund - Regular - Growth	10.7528
HSBC CRISIL IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund - Regular - payout of IDCW	10.7528
HSBC CRISIL IBX Gilt June 2027 Index Fund - Direct - Growth	10.3633
HSBC CRISIL IBX Gilt June 2027 Index Fund - Direct - IDCW	10.3633
HSBC CRISIL IBX Gilt June 2027 Index Fund - Regular - Growth	10.3471
HSBC CRISIL IBX Gilt June 2027 Index Fund - Regular - IDCW	10.3472
HSBC NIFTY 50 INDEX FUND - Direct Growth	22.7550
HSBC NIFTY 50 INDEX FUND - Direct IDCW	22.7549
HSBC NIFTY 50 INDEX FUND - Regular Growth	22.4659
HSBC NIFTY 50 INDEX FUND - Regular IDCW	22.4659
HSBC NIFTY NEXT 50 INDEX FUND - Direct Growth	19.7635
HSBC NIFTY NEXT 50 INDEX FUND - Direct IDCW	19.7634
HSBC NIFTY NEXT 50 INDEX FUND - Regular Growth	19.4548
HSBC NIFTY NEXT 50 INDEX FUND - Regular IDCW	19.4549
	
	
	
ICICI Prudential NASDAQ 100 Index Fund - Direct Plan - Growth	10.8550
ICICI Prudential NASDAQ 100 Index Fund - Direct Plan - IDCW	10.8541
ICICI Prudential NASDAQ 100 Index Fund - Growth	10.7470
ICICI Prudential NASDAQ 100 Index Fund - IDCW	10.7469
ICICI Prudential Nifty 200 Momentum 30 Index Fund - Direct Plan - Growth	12.6242
ICICI Prudential Nifty 200 Momentum 30 Index Fund - Direct Plan - IDCW	12.6230
ICICI Prudential Nifty 200 Momentum 30 Index Fund - Growth	12.5263
ICICI Prudential Nifty 200 Momentum 30 Index Fund - IDCW	12.5262
ICICI Prudential Nifty 50 Index Fund - Cumulative Option	195.7543
ICICI Prudential Nifty 50 Index Fund - Direct Plan Cumulative Option	203.4492
ICICI Prudential Nifty 50 Index Fund - Direct Plan IDCW Option	27.3595
ICICI Prudential Nifty 50 Index Fund - IDCW Option	26.0792
ICICI Prudential Nifty Auto Index Fund - Direct Plan - Growth	13.1477
ICICI Prudential Nifty Auto Index Fund - Direct Plan - IDCW	13.1477
ICICI Prudential Nifty Auto Index Fund - Growth	13.0688
ICICI Prudential Nifty Auto Index Fund - IDCW	13.0687
ICICI Prudential Nifty Bank Index Fund - Direct Plan Growth	12.5900
ICICI Prudential Nifty Bank Index Fund - Direct Plan IDCW	12.5900
ICICI Prudential Nifty Bank Index Fund - Growth	12.4283
ICICI Prudential Nifty Bank Index Fund - IDCW	12.4282
ICICI Prudential Nifty G-Sec Dec 2030 Index Fund - Annual IDCW	10.7276
ICICI Prudential Nifty G-Sec Dec 2030 Index Fund - Direct Plan - Annual IDCW	10.7484
ICICI Prudential Nifty G-Sec Dec 2030 Index Fund - Direct Plan - Growth	10.7490
ICICI Prudential Nifty G-Sec Dec 2030 Index Fund - Growth	10.7274
ICICI Prudential Nifty IT Index Fund - Direct Plan - Growth	10.7314
ICICI Prudential Nifty IT Index Fund - Direct Plan - IDCW	10.7366
ICICI Prudential Nifty IT Index Fund - Growth	10.6561
ICICI Prudential Nifty IT Index Fund - IDCW	10.6563
ICICI Prudential Nifty Midcap 150 Index Fund - Direct Plan - Growth	13.4883
ICICI Prudential Nifty Midcap 150 Index Fund - Direct Plan - IDCW	13.4882
ICICI Prudential Nifty Midcap 150 Index Fund - Growth	13.2940
ICICI Prudential Nifty Midcap 150 Index Fund - IDCW	13.2939
ICICI Prudential Nifty Next 50 Index Fund - Direct Plan -  Growth	41.7507
ICICI Prudential Nifty Next 50 Index Fund - Direct Plan -  IDCW	41.7352
ICICI Prudential Nifty Next 50 Index Fund - Growth	39.8360
ICICI Prudential Nifty Next 50 Index Fund -IDCW	39.8359
ICICI Prudential Nifty Pharma Index Fund - Direct Plan - Growth	11.7751
ICICI Prudential Nifty Pharma Index Fund - Direct Plan - IDCW	11.7757
ICICI Prudential Nifty Pharma Index Fund - Growth	11.7071
ICICI Prudential Nifty Pharma Index Fund - IDCW	11.7071
ICICI Prudential Nifty PSU Bond Plus SDL Sep 2027 40:60 Index Fund - Annual - IDCW	10.7613
ICICI Prudential Nifty PSU Bond Plus SDL Sep 2027 40:60 Index Fund - Direct Plan Annual - IDCW	10.8052
ICICI Prudential Nifty PSU Bond Plus SDL Sep 2027 40:60 Index Fund - Direct Plan Growth	10.8052
ICICI Prudential Nifty PSU Bond Plus SDL Sep 2027 40:60 Index Fund - Direct Plan Quarterly - IDCW	10.1235
ICICI Prudential Nifty PSU Bond Plus SDL Sep 2027 40:60 Index Fund - Direct Plan Weekly - IDCW	9.9460
ICICI Prudential Nifty PSU Bond Plus SDL Sep 2027 40:60 Index Fund - Growth	10.7614
ICICI Prudential Nifty PSU Bond Plus SDL Sep 2027 40:60 Index Fund - Quarterly - IDCW	10.1040
ICICI Prudential Nifty PSU Bond Plus SDL Sep 2027 40:60 Index Fund - Weekly - IDCW	9.9457
ICICI Prudential Nifty SDL Dec 2028 Index Fund - Annual IDCW	10.7802
ICICI Prudential Nifty SDL Dec 2028 Index Fund - Direct Plan - Annual IDCW	10.8021
ICICI Prudential Nifty SDL Dec 2028 Index Fund - Direct Plan - Growth	10.8018
ICICI Prudential Nifty SDL Dec 2028 Index Fund - Growth	10.7802
ICICI Prudential Nifty SDL Sep 2026 Index Fund - Annual IDCW	10.5106
ICICI Prudential Nifty SDL Sep 2026 Index Fund - Direct Plan - Annual IDCW	10.5277
ICICI Prudential Nifty SDL Sep 2026 Index Fund - Direct Plan - Growth	10.5277
ICICI Prudential Nifty SDL Sep 2026 Index Fund - Growth	10.5107
ICICI Prudential Nifty SDL Sep 2027 Index Fund - Annual IDCW	10.6657
ICICI Prudential Nifty SDL Sep 2027 Index Fund - Direct Plan - Annual IDCW	10.6906
ICICI Prudential Nifty SDL Sep 2027 Index Fund - Direct Plan - Growth	10.6905
ICICI Prudential Nifty SDL Sep 2027 Index Fund - Growth	10.6656
ICICI Prudential Nifty Smallcap 250 Index Fund - Direct Plan - Growth	12.7550
ICICI Prudential Nifty Smallcap 250 Index Fund - Direct Plan - IDCW	12.7546
ICICI Prudential Nifty Smallcap 250 Index Fund - Growth	12.5818
ICICI Prudential Nifty Smallcap 250 Index Fund - IDCW	12.5823
ICICI Prudential Nifty50 Equal Weight Index Fund- Direct Plan - Growth	12.2009
ICICI Prudential Nifty50 Equal Weight Index Fund- Direct Plan - IDCW	12.2008
ICICI Prudential Nifty50 Equal Weight Index Fund- Growth	12.1197
ICICI Prudential Nifty50 Equal Weight Index Fund- IDCW	12.1197
ICICI Prudential S&P BSE Sensex Index Fund - Cumulative Option	21.2921
ICICI Prudential S&P BSE Sensex Index Fund - Direct Plan - Cumulative Option	21.5425
ICICI Prudential S&P BSE Sensex Index Fund - Direct Plan - IDCW Option	21.5425
ICICI Prudential S&P BSE Sensex Index Fund - IDCW Option	21.2926
	
	
	
Invesco India Nifty G-sec Jul 2027 Index Fund - Direct - Growth	1035.5007
Invesco India Nifty G-sec Jul 2027 Index Fund - Direct - IDCW Payout	1035.4992
Invesco India Nifty G-sec Jul 2027 Index Fund - Regular - Growth	1034.6072
Invesco India Nifty G-sec Jul 2027 Index Fund - Regular - IDCW Payout	1034.6161
Invesco India Nifty G-sec Sep 2032 Index Fund - Direct - Growth	1033.4571
Invesco India Nifty G-sec Sep 2032 Index Fund - Direct - IDCW Payout	1033.4578
Invesco India Nifty G-sec Sep 2032 Index Fund - Regular - Growth	1032.5996
Invesco India Nifty G-sec Sep 2032 Index Fund - Regular - IDCW Payout	1032.6158
	
	
	
Kotak Nifty 200 Momentum 30 Index Fund - Direct Plan - Growth Option	10.999
Kotak Nifty 200 Momentum 30 Index Fund - Direct Plan - IDCW Payout	10.999
Kotak Nifty 200 Momentum 30 Index Fund - Regular Plan - Growth Option	10.982
Kotak Nifty 200 Momentum 30 Index Fund - Regular Plan - IDCW Payout	10.981
Kotak Nifty 50 Index Fund - Direct Plan-Growth	12.786
Kotak Nifty 50 Index Fund - Direct Plan-IDCW Payout	12.786
Kotak Nifty 50 Index Fund - Regular Plan-Growth	12.69
Kotak Nifty 50 Index Fund - Regular Plan-IDCW Payout	12.69
Kotak Nifty Financial Services Ex-Bank Index Fund - Direct Plan - Growth option	10.86
Kotak Nifty Financial Services Ex-Bank Index Fund - Direct Plan - IDCW option	10.86
Kotak Nifty Financial Services Ex-Bank Index Fund - Regular Plan - Growth option	10.848
Kotak Nifty Financial Services Ex-Bank Index Fund - Regular Plan - IDCW option	10.848
Kotak Nifty G-Sec July 2033 Index Fund - Direct Plan - Growth	10.0111
Kotak Nifty G-Sec July 2033 Index Fund - Direct Plan - IDCW Payout	10.0111
Kotak Nifty G-Sec July 2033 Index Fund - Regular Plan - Growth	10.0109
Kotak Nifty G-Sec July 2033 Index Fund - Regular Plan - IDCW Payout	10.0109
Kotak Nifty Next 50 Index Fund - Direct Plan - Growth Option	13.0799
Kotak Nifty Next 50 Index Fund - Direct Plan -Payout of Income Distribution cum capital withdrawal option	13.0797
Kotak Nifty Next 50 Index Fund - Regular Plan - Growth Option	12.903
Kotak Nifty Next 50 Index Fund - Regular Plan - Payout of Income Distribution cum capital withdrawal option	12.9033
Kotak Nifty SDL Apr  2027 Top 12 Equal Weight Index Fund-Direct Plan-Growth	10.692
Kotak Nifty SDL Apr  2027 Top 12 Equal Weight Index Fund-Regular Plan- Growth	10.664
Kotak Nifty SDL Apr  2027 Top 12 Equal Weight Index Fund-Regular Plan-IDCW Option	10.6643
Kotak Nifty SDL Apr 2027 Top 12 Equal Weight Index Fund-Direct Plan-IDCW Option	10.692
Kotak Nifty SDL Apr 2032 Top 12 Equal Weight Index Fund-Direct Plan- Growth	10.9003
Kotak Nifty SDL Apr 2032 Top 12 Equal Weight Index Fund-Direct Plan-IDCW Option	10.8998
Kotak Nifty SDL Apr 2032 Top 12 Equal Weight Index Fund-Regular Plan-Growth	10.8678
Kotak Nifty SDL Apr 2032 Top 12 Equal Weight Index Fund-Regular Plan-IDCW Option	10.8711
Kotak Nifty SDL Jul 20226 Index Fund Regular Plan Growth	10.5078
Kotak Nifty SDL Jul 20226 Index Fund Regular Plan IDCW	10.5079
Kotak Nifty SDL Jul 2026 Index Fund Direct Plan Growth	10.5252
Kotak Nifty SDL Jul 2026 Index Fund Direct Plan IDCW	10.1461
Kotak Nifty SDL Jul 2028 Index Fund - Direct Plan - Growth	10.3984
Kotak Nifty SDL Jul 2028 Index Fund - Direct Plan - IDCW Payout	10.3983
Kotak Nifty SDL Jul 2028 Index Fund - Regular Plan - Growth	10.3843
Kotak Nifty SDL Jul 2028 Index Fund - Regular Plan - IDCW Payout	10.3842
Kotak Nifty SDL Jul 2033 Index Fund Direct Plan Growth Option	10.5276
Kotak Nifty SDL Jul 2033 Index Fund Direct Plan IDCW	10.2192
Kotak Nifty SDL Jul 2033 Index Fund Regular Plan Growth Option	10.51
Kotak Nifty SDL Jul 2033 Index Fund Regular Plan IDCW	10.5099
Kotak Nifty SDL Plus AAA PSU Bond Jul 2028 60:40 Index Fund Direct Plan - Growth	10.7303
Kotak Nifty SDL Plus AAA PSU Bond Jul 2028 60:40 Index Fund Direct Plan - IDCW	10.7304
Kotak Nifty SDL Plus AAA PSU Bond Jul 2028 60:40 Index Fund Regular Plan - Growth	10.7091
Kotak Nifty SDL Plus AAA PSU Bond Jul 2028 60:40 Index Fund Regular Plan - IDCW	10.7057
Kotak Nifty Smallcap 50 Index Fund - Direct Plan - Growth	13.955
Kotak Nifty Smallcap 50 Index Fund - Direct Plan - IDCW	13.963
Kotak Nifty Smallcap 50 Index Fund - Regular Plan - Growth	13.91
Kotak Nifty Smallcap 50 Index Fund - Regular Plan - IDCW	13.91
Kotak S&P BSE Housing Index Fund - Direct Plan - Growth Option	10.518
Kotak S&P BSE Housing Index Fund - Direct Plan - IDCW Option	10.517
Kotak S&P BSE Housing Index Fund - Regular Plan - Growth Option	10.509
Kotak S&P BSE Housing Index Fund - Regular Plan - IDCW Option	10.509
	
	
	
LIC MF Nifty 50 Index Fund-Direct Plan-Growth	115.6659
LIC MF Nifty 50 Index Fund-Direct Plan-IDCW	42.6214
LIC MF Nifty 50 Index Fund-Regular Plan-Growth	108.8322
LIC MF Nifty 50 Index Fund-Regular Plan-IDCW	40.148
LIC MF Nifty Next 50 Index Fund-Direct Plan-Growth	36.6364
LIC MF Nifty Next 50 Index Fund-Direct Plan-IDCW	36.6364
LIC MF Nifty Next 50 Index Fund-Regular Plan-Growth	33.7389
LIC MF Nifty Next 50 Index Fund-Regular Plan-IDCW	33.7389
LIC MF S & P BSE Sensex Index Fund-Direct Plan-Growth	131.1376
LIC MF S & P BSE Sensex Index Fund-Direct Plan-IDCW	43.9675
LIC MF S & P BSE Sensex Index Fund-Regular Plan-Growth	123.7314
LIC MF S & P BSE Sensex Index Fund-Regular Plan-IDCW	42.4098
	
	
	
Mirae Asset CRISIL IBX Gilt Index - April 2033 Index Fund - Direct Plan - Growth	10.7868
Mirae Asset CRISIL IBX Gilt Index - April 2033 Index Fund - Direct Plan - IDCW	10.7849
Mirae Asset CRISIL IBX Gilt Index - April 2033 Index Fund - Regular Plan - Growth	10.7510
Mirae Asset CRISIL IBX Gilt Index - April 2033 Index Fund - Regular Plan - IDCW	10.7511
Mirae Asset Nifty AAA PSU Bond Plus SDL Apr 2026 50:50 Index Fund - Direct Plan - Growth	10.6907
Mirae Asset Nifty AAA PSU Bond Plus SDL Apr 2026 50:50 Index Fund - Direct Plan - IDCW	10.6908
Mirae Asset Nifty AAA PSU Bond Plus SDL Apr 2026 50:50 Index Fund - Regular Plan - Growth	10.6627
Mirae Asset Nifty AAA PSU Bond Plus SDL Apr 2026 50:50 Index Fund - Regular Plan - IDCW	10.6628
Mirae Asset Nifty SDL Jun 2027 Index Fund - Direct Plan - IDCW	10.6856
Mirae Asset Nifty SDL Jun 2027 Index Fund - Regular Plan - Growth	10.6558
Mirae Asset Nifty SDL Jun 2027 Index Fund - Regular Plan - IDCW	10.6563
Mirae Asset Nifty SDL Jun 2027 Index Fund -Direct Plan - Growth	10.6854
Mirae Asset Nifty SDL June 2028 Index Fund - Direct Plan - Growth	10.3488
Mirae Asset Nifty SDL June 2028 Index Fund - Direct Plan - IDCW	10.3488
Mirae Asset Nifty SDL June 2028 Index Fund - Regular Plan - IDCW	10.3273
Mirae Asset Nifty SDL June 2028 Index Fund -Regular Plan - Growth	10.3272
	
	
	
Motilal Oswal MSCI EAFE Top 100 Select Index Fund - Direct Plan Growth	10.9340
Motilal Oswal MSCI EAFE Top 100 Select Index Fund - Regular Plan Growth	10.8138
Motilal Oswal Nifty 200 Momentum 30 Index Fund-Direct Plan	11.5341
Motilal Oswal Nifty 200 Momentum 30 Index Fund-Regular Plan	11.4067
Motilal Oswal Nifty 50 Index Fund - Direct plan - Growth	16.7380
Motilal Oswal Nifty 50 Index Fund - Regular plan - Growth	16.4758
Motilal Oswal Nifty 500 Index Fund - Direct Plan	19.9113
Motilal Oswal Nifty 500 Index Fund - Regular Plan	19.3820
Motilal Oswal Nifty Bank Index - Regular Plan	15.7762
Motilal Oswal Nifty Bank Index Fund - Direct Plan	16.2347
Motilal Oswal Nifty Microcap 250 Index Fund- Direct- Growth Option	12.3212
Motilal Oswal Nifty Microcap 250 Index Fund- Regular- Growth Option	12.2975
Motilal Oswal Nifty Midcap 150 Index Fund - Direct Plan	27.1594
Motilal Oswal Nifty Midcap 150 Index Fund - Regular Plan	26.3578
Motilal Oswal Nifty Next 50 Index Fund - Direct plan - Growth	16.0531
