Scheme Name	Net Asset Value
Motilal Oswal Nifty Next 50 Index Fund - Regular plan - Growth	15.6485
Motilal Oswal Nifty Smallcap 250 Index - Regular Plan	26.8888
Motilal Oswal Nifty Smallcap 250 Index Fund- Direct Plan	27.6595
Motilal Oswal S&P 500 Index Fund - Direct Plan Growth	16.5268
Motilal Oswal S&P 500 Index Fund - Regular Plan Growth	16.1808
Motilal Oswal S&P BSE Enhanced Value Index Fund-Direct plan	15.6220
Motilal Oswal S&P BSE Enhanced Value Index Fund-Regular plan	15.5033
Motilal Oswal S&P BSE Financials ex Bank 30 Index Fund Direct Growth	12.3643
Motilal Oswal S&P BSE Financials ex Bank 30 Index Fund Regular Growth	12.2567
Motilal Oswal S&P BSE Low Volatility Index Fund-Direct plan	12.8514
Motilal Oswal S&P BSE Low Volatility Index Fund-Regular plan	12.7279
Motilal Oswal S&P BSE Quality Index Fund-Regular plan	12.0100
Motilal Oswal SP BSE Quality Index Fund-Direct plan	12.1072
	
	
	
Navi Nifty 50 Index Fund-Direct Plan-Growth	12.6647
Navi Nifty 50 Index Fund-Regular Plan-Growth	12.6062
Navi Nifty Bank Index Fund- Direct Plan- Growth	11.5043
Navi Nifty Bank Index Fund- Regular Plan- Growth	11.367
Navi Nifty India Manufacturing Index Fund- Direct Plan- Growth	11.85
Navi Nifty India Manufacturing Index Fund- Regular Plan- Growth	11.7351
Navi Nifty Midcap 150 Index Fund Direct Plan- Growth	14.2909
Navi Nifty Midcap 150 Index Fund Regular Plan- Growth	14.0793
Navi Nifty Next 50 Index Fund- Direct Plan- Growth	10.667
Navi Nifty Next 50 Index Fund- Regular Plan- Growth	10.5729
NAVI S&P BSE SENSEX INDEX FUND - DIRECT PLAN - GROWTH	10.0749
NAVI S&P BSE SENSEX INDEX FUND - REGULAR PLAN - GROWTH	10.0668
	
	
	
NIPPON INDIA INDEX FUND - NIFTY 50 PLAN - ANNUAL - IDCW Option	26.0110
NIPPON INDIA INDEX FUND - NIFTY 50 PLAN - DIRECT Plan - ANNUAL - IDCW Option	28.2620
NIPPON INDIA INDEX FUND - NIFTY 50 PLAN - DIRECT Plan - HALF YEARLY - IDCW Option	28.2224
NIPPON INDIA INDEX FUND - NIFTY 50 PLAN - DIRECT Plan - QUARTERLY - IDCW Option	28.2168
Nippon India Index Fund - Nifty 50 Plan - Direct Plan Growth Plan - Bonus Option	35.4222
Nippon India Index Fund - Nifty 50 Plan - Direct Plan Growth Plan - Growth Option	35.4222
Nippon India Index Fund - Nifty 50 Plan - Growth Plan - Bonus Option	33.0978
Nippon India Index Fund - Nifty 50 Plan - Growth Plan - Growth Option	33.0978
NIPPON INDIA INDEX FUND - NIFTY 50 PLAN - HALF YEARLY - IDCW Option	26.1009
NIPPON INDIA INDEX FUND - NIFTY 50 PLAN - QUARTERLY - IDCW Option	26.1008
NIPPON INDIA INDEX FUND - S&P BSE SENSEX PLAN - ANNUAL - IDCW Option	26.2399
NIPPON INDIA INDEX FUND - S&P BSE SENSEX PLAN - DIRECT Plan - ANNUAL - IDCW Option	27.9225
NIPPON INDIA INDEX FUND - S&P BSE SENSEX PLAN - DIRECT Plan - HALF YEARLY - IDCW Option	27.8858
NIPPON INDIA INDEX FUND - S&P BSE SENSEX PLAN - DIRECT Plan - QUARTERLY - IDCW Option	27.9244
Nippon India Index Fund - S&P BSE Sensex Plan - Direct Plan Growth Plan - Bonus Option	35.1029
Nippon India Index Fund - S&P BSE Sensex Plan - Direct Plan Growth Plan - Growth Option	35.1029
Nippon India Index Fund - S&P BSE Sensex Plan - Growth Plan - Bonus Option	33.2908
Nippon India Index Fund - S&P BSE Sensex Plan - Growth Plan - Growth Option	33.2908
NIPPON INDIA INDEX FUND - S&P BSE SENSEX PLAN - HALF YEARLY - IDCW Option	26.2503
NIPPON INDIA INDEX FUND - S&P BSE SENSEX PLAN - QUARTERLY - IDCW Option	26.2427
Nippon India Nifty 50 Value 20 Index Fund - Direct Plan - Growth Option	14.9586
NIPPON INDIA NIFTY 50 VALUE 20 INDEX FUND - DIRECT Plan - IDCW Option	14.9586
NIPPON INDIA NIFTY 50 VALUE 20 INDEX FUND - IDCW Option	14.7203
Nippon India Nifty 50 Value 20 Index Fund - Regular Plan - Growth Option	14.7203
Nippon India Nifty AAA CPSE Bond Plus SDL - Apr 2027 Maturity 60:40 Index Fund - Direct Plan - Growth Option	10.6567
Nippon India Nifty AAA CPSE Bond Plus SDL - Apr 2027 Maturity 60:40 Index Fund - Direct Plan - IDCW Option	10.3728
Nippon India Nifty AAA CPSE Bond Plus SDL - Apr 2027 Maturity 60:40 Index Fund - Regular Plan - Growth Option	10.6234
Nippon India Nifty AAA CPSE Bond Plus SDL - Apr 2027 Maturity 60:40 Index Fund - Regular Plan - IDCW Option	10.3609
Nippon India Nifty AAA PSU Bond Plus SDL - Sep 2026 Maturity 50:50 Index Fund-Direct Plan-Growth Option	10.6804
Nippon India Nifty AAA PSU Bond Plus SDL - Sep 2026 Maturity 50:50 Index Fund-Direct Plan-IDCW Option	10.6804
Nippon India Nifty AAA PSU Bond Plus SDL - Sep 2026 Maturity 50:50 Index Fund-Regular Plan-Growth Option	10.6601
Nippon India Nifty AAA PSU Bond Plus SDL - Sep 2026 Maturity 50:50 Index Fund-Regular Plan-IDCW Option	10.6601
Nippon India Nifty Alpha Low Volatility 30 Index Fund - Direct Plan - Growth Option	11.9543
Nippon India Nifty Alpha Low Volatility 30 Index Fund - Direct Plan - IDCW Option	11.9543
Nippon India Nifty Alpha Low Volatility 30 Index Fund - Regular Plan - Growth Option	11.8600
Nippon India Nifty Alpha Low Volatility 30 Index Fund - Regular Plan - IDCW Option	11.8600
Nippon India Nifty G-Sec Jun 2036 Maturity Index Fund-Direct Plan-Growth Option	10.5435
Nippon India Nifty G-Sec Jun 2036 Maturity Index fund-Direct Plan-IDCW Option	10.5435
Nippon India Nifty G-Sec Jun 2036 Maturity Index Fund-Regular Plan-Growth Option	10.5232
Nippon India Nifty G-Sec Jun 2036 Maturity Index Fund-Regular Plan-IDCW Option	10.5232
Nippon India Nifty G-Sec Oct 2028 Maturity Index Fund-Direct Plan-Growth Option	10.4736
Nippon India Nifty G-Sec Oct 2028 Maturity Index Fund-Direct Plan-IDCW Option	10.4736
Nippon India Nifty G-Sec Oct 2028 Maturity Index Fund-Regular Plan-Growth Option	10.4596
Nippon India Nifty G-Sec Oct 2028 Maturity Index Fund-Regular Plan-IDCW Option	10.4596
Nippon India Nifty G-Sec Sep 2027 Maturity Index Fund-Direct Plan-Growth Option	10.5246
Nippon India Nifty G-Sec Sep 2027 Maturity Index Fund-Direct Plan-IDCW Option	10.5246
Nippon India Nifty G-Sec Sep 2027 Maturity Index Fund-Regular Plan-Growth Option	10.5067
Nippon India Nifty G-Sec Sep 2027 Maturity Index Fund-Regular Plan-IDCW Option	10.5067
Nippon India Nifty Midcap 150 Index Fund - Direct Plan - Growth Option	17.4383
NIPPON INDIA NIFTY MIDCAP 150 INDEX FUND - DIRECT Plan - IDCW Option	17.4383
NIPPON INDIA NIFTY MIDCAP 150 INDEX FUND - IDCW Option	17.1693
Nippon India Nifty Midcap 150 Index Fund - Regular Plan - Growth Option	17.1693
Nippon India Nifty SDL Plus G-Sec - Jun 2028 Maturity 70:30 Index Fund-Direct Plan-Growth Option	10.6015
Nippon India Nifty SDL Plus G-Sec - Jun 2028 Maturity 70:30 Index Fund-Direct Plan-IDCW Option	10.6015
Nippon India Nifty SDL Plus G-Sec - Jun 2028 Maturity 70:30 Index Fund-Regular Plan IDCW Option	10.5806
Nippon India Nifty SDL Plus G-Sec - Jun 2028 Maturity 70:30 Index Fund-Regular Plan-Growth Option	10.5806
Nippon India Nifty SDL Plus G-Sec - Jun 2029 Maturity 70:30 Index Fund-Regular Plan-IDCW Option	10.4267
Nippon India Nifty SDL Plus G-Sec-Jun 2029 Maturity 70:30 Index Fund-Direct Plan-Growth Option	10.4416
Nippon India Nifty SDL Plus G-Sec-Jun 2029 Maturity 70:30 Index Fund-Direct Plan-IDCW Option	10.4416
Nippon India Nifty SDL Plus G-Sec-Jun 2029 Maturity 70:30 Index Fund-Regular Plan-Growth Option	10.4267
Nippon India Nifty Smallcap 250 Index Fund - Direct Plan - Growth Option	24.7280
NIPPON INDIA NIFTY SMALLCAP 250 INDEX FUND - DIRECT Plan - IDCW Option	24.7280
NIPPON INDIA NIFTY SMALLCAP 250 INDEX FUND - IDCW Option	24.1888
Nippon India Nifty Smallcap 250 Index Fund - Regular Plan - Growth Option	24.1888
	
	
	
PGIM India CRISIL IBX Gilt Index - Apr 2028 Fund - Direct Plan, Growth Option	10.4781
PGIM India CRISIL IBX Gilt Index - Apr 2028 Fund - Direct Plan, IDCW Option	10.4781
PGIM India CRISIL IBX Gilt Index - Apr 2028 Fund - Regular Plan, Growth Option	10.4635
PGIM India CRISIL IBX Gilt Index - Apr 2028 Fund - Regular Plan, IDCW Option	10.4635
	
	
	
SBI CPSE Bond Plus SDL Sep 2026 50:50 Index Fund - Direct Plan - Growth	10.7692
SBI CPSE Bond Plus SDL Sep 2026 50:50 Index Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	10.8158
SBI CPSE Bond Plus SDL Sep 2026 50:50 Index Fund - Regular Plan - Growth	10.7325
SBI CPSE Bond Plus SDL Sep 2026 50:50 Index Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	10.7327
SBI CRISIL IBX Gilt Index - April 2029 Fund - Direct Plan - Growth	10.7360
SBI CRISIL IBX Gilt Index - April 2029 Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	10.7360
SBI CRISIL IBX Gilt Index - April 2029 Fund - Regular Plan - Growth	10.7095
SBI CRISIL IBX Gilt Index - April 2029 Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	10.7103
SBI |CRISIL IBX Gilt Index - June 2036 Fund - Direct Plan - Growth	10.7985
SBI CRISIL IBX Gilt Index - June 2036 Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	10.7985
SBI CRISIL IBX Gilt Index - June 2036 Fund - Regular Plan - Growth	10.7694
SBI CRISIL IBX Gilt Index - June 2036 Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	10.7698
SBI CRISIL IBX SDL Index - September 2027 Fund - Direct Plan - Growth	10.6979
SBI CRISIL IBX SDL Index - September 2027 Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	10.6982
SBI CRISIL IBX SDL Index - September 2027 Fund - Regular Plan - Growth	10.6760
SBI CRISIL IBX SDL Index - September 2027 Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	10.6761
SBI NIFTY INDEX FUND - DIRECT PLAN - GROWTH	179.8284
SBI Nifty Index Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	92.3666
SBI NIFTY INDEX FUND - REGULAR PLAN - GROWTH	172.2600
SBI Nifty Index Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	88.3798
SBI Nifty Midcap 150 Index Fund - Direct Plan - Growth	13.1329
SBI Nifty Midcap 150 Index Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	13.1329
SBI Nifty Midcap 150 Index Fund - Regular Plan - Growth	13.0536
SBI Nifty Midcap 150 Index Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	13.0537
SBI Nifty Next 50 Index Fund - Direct Plan - Growth	12.3987
SBI Nifty Next 50 Index Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.3984
SBI Nifty Next 50 Index Fund - Regular Plan - Growth	12.2502
SBI Nifty Next 50 Index Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.2504
SBI Nifty Smallcap 250 Index Fund - Direct Plan - Growth	13.5426
SBI Nifty Smallcap 250 Index Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	13.5426
SBI Nifty Smallcap 250 Index Fund - Regular Plan - Growth	13.4608
SBI Nifty Smallcap 250 Index Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	13.4609
SBI S&P BSE Sensex Index Fund - Direct Plan - Growth	10.6667
SBI S&P BSE Sensex Index Fund - Direct Plan - IDCW	10.6667
SBI S&P BSE Sensex Index Fund - Regular Plan - Growth	10.6564
SBI S&P BSE Sensex Index Fund - Regular Plan - IDCW	10.6564
	
	
	
Sundaram Nifty 100 Equal Weight Fund (Formerly Known as Principal Nifty 100 Equal Weight Fund) - Direct Plan - Growth Option	130.0273
Sundaram Nifty 100 Equal Weight Fund (Formerly Known as Principal Nifty 100 Equal Weight Fund)- Direct Plan - Income Distribution CUM Capital Withdrawal Option	71.0418
Sundaram Nifty 100 Equal Weight Fund (Formerly Known as Principal Nifty 100 Equal Weight Fund)-Growth	124.4904
Sundaram Nifty 100 Equal Weight Fund (Formerly Known as Principal Nifty 100 Equal Weight Fund-Income Distribution CUM Capital Withdrawal	68.0202
	
	
	
TATA CRISIL-IBX GILT INDEX - APRIL 2026 INDEX FUND - DIRECT PLAN - GROWTH	10.7344
TATA CRISIL-IBX GILT INDEX - APRIL 2026 INDEX FUND - DIRECT PLAN - IDCW PAYOUT	10.7344
TATA CRISIL-IBX GILT INDEX - APRIL 2026 INDEX FUND - DIRECT PLAN - IDCW REINVESTMENT	10.7344
TATA CRISIL-IBX GILT INDEX - APRIL 2026 INDEX FUND - REGULAR PLAN - GROWTH	10.7026
TATA CRISIL-IBX GILT INDEX - APRIL 2026 INDEX FUND - REGULAR PLAN - IDCW PAYOUT	10.7026
TATA CRISIL-IBX GILT INDEX - APRIL 2026 INDEX FUND - REGULAR PLAN - IDCW REINVESTMENT	10.7026
Tata Nifty 50 Index Fund -Direct Plan	131.0058
Tata Nifty 50 Index Fund -Regular Plan	121.4798
Tata Nifty G Sec Dec 2026 Index Fund-Direct Plan-Growth	10.4673
Tata Nifty G Sec Dec 2026 Index Fund-Direct Plan-IDCW Payout	10.4673
Tata Nifty G Sec Dec 2026 Index Fund-Direct Plan-IDCW Reinvestment	10.4673
Tata Nifty G Sec Dec 2026 Index Fund-Regular Plan-Growth	10.4356
Tata Nifty G Sec Dec 2026 Index Fund-Regular Plan-IDCW Payout	10.4356
Tata Nifty G SEc Dec 2026 Index Fund-Regular Plan-IDCW Reinvestment	10.4356
Tata Nifty G-Sec Dec 2029 Index Fund - Direct Plan - Growth	10.4764
Tata Nifty G-Sec Dec 2029 Index Fund - Direct Plan - IDCW Payout	10.4764
Tata Nifty G-Sec Dec 2029 Index Fund - Direct Plan - IDCW Reinvestment	10.4764
Tata Nifty G-Sec Dec 2029 Index Fund - Regular Plan - Growth	10.4440
Tata Nifty G-Sec Dec 2029 Index Fund - Regular Plan - IDCW Payout	10.4440
Tata Nifty G-Sec Dec 2029 Index Fund - Regular Plan - IDCW Reinvestment	10.4440
Tata Nifty Midcap 150 Momentum 50 Index Fund - Growth - Direct Plan	12.5881
Tata Nifty Midcap 150 Momentum 50 Index Fund - Growth - Regular Plan	12.4788
Tata Nifty Midcap 150 Momentum 50 Index Fund - IDCW Payout - Direct Plan	12.5881
Tata Nifty Midcap 150 Momentum 50 Index Fund - IDCW Payout - Regular Plan	12.4788
Tata Nifty Midcap 150 Momentum 50 Index Fund - IDCW Reinvestment - Direct Plan	12.5881
Tata Nifty Midcap 150 Momentum 50 Index Fund - IDCW Reinvestment - Regular Plan	12.4788
Tata Nifty SDL Plus AAA PSU Bond Dec 6040 Index Fund -Regular Plan-IDCW Payout	10.7548
Tata Nifty SDL Plus AAA PSU Bond Dec 6040 Index Fund- Direct Plan-Growth	10.8062
Tata Nifty SDL Plus AAA PSU Bond Dec 6040 Index Fund-Direct Plan- IDCW Reinvestment	10.8062
Tata Nifty SDL Plus AAA PSU Bond Dec 6040 Index Fund-Direct Plan-IDCW Payout	10.8062
Tata Nifty SDL Plus AAA PSU Bond Dec 6040 Index Fund-Regular Plan -Growth	10.7548
Tata Nifty SDL Plus AAA PSU Bond Dec 6040 Index Fund-Regular Plan- IDCW Reinvestment	10.7548
Tata S&P BSE Sensex Index Fund - Direct Plan	173.3240
Tata S&P BSE Sensex Index Fund -Regular Plan	164.6535
	
	
	
Taurus Nifty 50 Index Fund - Direct Plan - Growth	39.8465
Taurus Nifty 50 Index Fund - Direct Plan - Payout of Income Distribution cum Capital Withdrawal option	37.2918
Taurus Nifty 50 Index Fund - Regular Plan - Growth	37.5567
Taurus Nifty 50 Index Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option	23.9384
	
	
	
UTI Nifty Next 50 Index Fund - Direct Plan - Growth Option	16.5765
UTI Nifty Next 50 Index Fund - Regular Plan - Growth Option	16.1196
UTI CRISIL SDL Maturity April 2033 Index Fund - Direct Plan - Growth Option	10.572
UTI CRISIL SDL Maturity April 2033 Index Fund - Regular Plan - Growth Option	10.5493
UTI CRISIL SDL Maturity June 2027 Index Fund - Direct Plan - Growth Option	10.4768
UTI CRISIL SDL Maturity June 2027 Index Fund - Regular Plan - Growth Option	10.4564
UTI Nifty 200 Momentum 30 Index Fund - Direct Plan - Growth Option	15.8912
UTI Nifty 200 Momentum 30 Index Fund - Regular Plan - Growth Option	15.6832
UTI Nifty 50 Index Fund - Direct Plan - IDCW	68.0927
UTI Nifty 50 Index Fund - Growth Option- Direct	135.1544
UTI Nifty 50 Index Fund - Regular Plan - Growth Option	133.5782
UTI Nifty 50 Index Fund - Regular Plan - IDCW	67.2965
UTI Nifty 500 Value 50 Index Fund - Direct Plan - Growth Option	12.3923
UTI Nifty 500 Value 50 Index Fund - Regular Plan - Growth Option	12.363
UTI Nifty Midcap 150 Quality 50 Index Fund - Direct Plan - Growth Option	11.1088
UTI Nifty Midcap 150 Quality 50 Index Fund - Regular Plan - Growth Option	11.0308
UTI NIFTY SDL Plus AAA PSU Bond Apr 2026 75:25 Index Fund - Direct Plan - Growth Option	10.4664
UTI NIFTY SDL Plus AAA PSU Bond Apr 2026 75:25 Index Fund - Regular Plan - Growth Option	10.4478
UTI NIFTY SDL Plus AAA PSU Bond Apr 2028- 75:25 Index Fund - Direct Plan - Growth Option	10.4597
UTI NIFTY SDL Plus AAA PSU Bond Apr 2028- 75:25 Index Fund - Regular Plan - Growth Option	10.4436
UTI Nifty50 Equal Weight Index Fund - Direct Plan - Growth Option	10.8456
UTI Nifty50 Equal Weight Index Fund - Regular Plan - Growth Option	10.8246
UTI S&P BSE Housing Index Fund - Direct Plan - Growth Option	11.285
UTI S&P BSE Housing Index Fund - Regular Plan - Growth Option	11.2631
UTI S&P BSE Low Volatility Index Fund - Direct Plan  - Growth Option	12.9151
UTI S&P BSE Low Volatility Index Fund - Regular Plan - Growth Option	12.8177
UTI S&P BSE Sensex Index Fund - Direct Plan - Growth Option	11.6657
UTI S&P BSE Sensex Index Fund - Regular Plan  -Growth Option	11.6459
	
	
	
	
	
Aditya Birla Sun Life CRISIL Liquid Overnight ETF - IDCW Daily Reinvestment with Weekly Payout	1000.
Aditya Birla Sun Life Nifty 200 Momentum 30 ETF	23.3715
Aditya Birla Sun Life Nifty 200 Quality 30 ETF	16.6953
Aditya Birla Sun Life Nifty ETF	22.4098
Aditya Birla Sun Life Nifty Bank ETF	44.67
Aditya Birla Sun Life Nifty Healthcare ETF	9.7425
Aditya Birla Sun Life Nifty IT ETF	32.6697
Aditya Birla Sunlife Nifty Next 50 ETF	46.6457
Aditya Birla Sun Life S&P BSE Sensex ETF	64.741
Aditya Birla Sun Life Silver ETF	71.0895
	
	
	
Axis Nifty 50 ETF	211.7176
Axis Nifty AAA Bond Plus SDL Apr 2026 50:50 ETF	11.2263
Axis NIFTY Bank ETF	449.6604
Axis NIFTY Healthcare ETF	97.3113
Axis NIFTY India Consumption ETF	87.3248
Axis IT ETF	331.5770
Axis S & P BSE Sensex ETF	66.6848
Axis Silver ETF	71.4164
	
	
	
BANDHAN Nifty 50 ETF	211.5962
BANDHAN S&P BSE Sensex ETF	705.1048
	
	
	
DSP NIFTY 1D Rate Liquid ETF - IDCW - Daily Reinvest	1000.0000
DSP Nifty 50 Equal Weight ETF	241.8545
DSP Nifty 50 ETF	201.4561
DSP Nifty Bank ETF	44.6057
DSP Nifty IT ETF	31.8215
DSP Nifty Midcap 150 Quality 50 ETF	192.0270
DSP Nifty Private Bank ETF	23.1302
DSP Nifty PSU Bank ETF	50.3887
DSP S&P BSE Sensex ETF	66.3727
DSP Silver ETF	68.8402
	
	
	
Bharat Bond ETF - April 2030	1296.8176
BHARAT Bond ETF - April 2032	1085.2408
BHARAT Bond ETF - April 2033	1053.4128
BHARAT Bond ETF April 2025	1157.3004
BHARAT Bond ETF- April 2031	1156.8256
Edelweiss ETF - Nifty Bank	4579.836
	
	
	
Groww Nifty50 Exchange Traded Fund (formerly known as Indiabulls Nifty50 Exchange Traded) Fund	207.703
	
	
	
HDFC NIFTY 100 ETF - Growth Option	199.0672
HDFC NIFTY 1D RATE LIQUID ETF	1000
HDFC NIFTY 50 ETF - Growth Plan	215.5364
HDFC NIFTY Bank ETF - GROWTH	448.6118
HDFC NIFTY GROWTH SECTORS 15 ETF - Growth Option	100.8313
HDFC NIFTY IT ETF - Growth option	320.9881
HDFC NIFTY Midcap 150 ETF - Growth Option	151.7581
HDFC NIFTY NEXT 50 ETF - Growth Option	454.9905
HDFC NIFTY Private Bank ETF - Growth Option	232.1895
HDFC NIFTY Smallcap 250 ETF - Growth Option	124.3825
HDFC NIFTY100 Low Volatility 30 ETF - Growth Option	151.7881
HDFC NIFTY100 QUALITY 30 ETF - Growth Option	45.0195
HDFC NIFTY200 MOMENTUM 30 ETF - Growth Option	232.6424
HDFC NIFTY 50 VALUE 20 ETF - Growth Option	105.8074
HDFC S&P BSE 500 ETF - Growth Option	27.6978
HDFC S&P BSE Sensex ETF - Growth Plan	728.3545
HDFC Silver ETF - Growth Option	68.0896
	
	
	
BHARAT 22 ETF	75.9079
ICICI Prudential Nifty 10 yr Benchmark G-sec ETF	216.7441
ICICI Prudential Nifty 100 ETF	215.9151
ICICI Prudential Nifty 100 Low Volatility 30 ETF	163.5435
ICICI Prudential Nifty 200 Momentum 30 ETF	23.5165
ICICI Prudential Nifty 200 Quality 30 ETF	165.5807
ICICI Prudential Nifty 5 yr Benchmark G-SEC ETF	53.1171
ICICI Prudential Nifty 50 ETF	216.6144
ICICI Prudential Nifty Alpha Low- Volatility 30 ETF	204.5508
ICICI Prudential Nifty Auto ETF	166.9575
ICICI Prudential Nifty Bank ETF	44.7161
ICICI Prudential Nifty Commodities ETF	64.7525
ICICI Prudential Nifty Financial Services Ex-BaNk ETF	20.9166
ICICI Prudential Nifty FMCG ETF	541.1566
ICICI Prudential Nifty Healthcare ETF	97.5124
ICICI Prudential Nifty India Consumption ETF	87.4357
ICICI Prudential Nifty Infrastructure ETF	64.3729
ICICI Prudential Nifty IT ETF	33.3480
ICICI Prudential Nifty Midcap 150 ETF	154.6285
ICICI Prudential Nifty Next 50 ETF	46.8274
ICICI Prudential Nifty Private Bank ETF	230.1835
ICICI Prudential Nifty PSU Bank ETF	50.6860
ICICI Prudential Nifty50 Value 20 ETF	114.8773
ICICI Prudential S&P BSE 500 ETF	29.1556
ICICI Prudential S&P BSE Liquid Rate ETF	1000.0000
ICICI Prudential S&P BSE Midcap Select ETF	121.3461
ICICI Prudential S&P BSE Sensex ETF	737.5763
ICICI PRUDENTIAL SILVER ETF	71.0632
	
	
	
Invesco India Nifty 50 Exchange Traded Fund	2196.626
	
	
	
Kotak Nifty 100 Low Volatility 30 ETF	15.4476
Kotak Nifty 1D Rate Liquid ETF	1000
Kotak Nifty 50 ETF	212.093
Kotak Nifty 50 Value 20 ETF - Payout of Income Distribution cum capital withdrawal option	117.1532
Kotak Nifty Alpha 50 ETF	35.0937
Kotak Nifty Bank ETF	452.3024
Kotak Nifty India Consumption ETF	86.5399
Kotak Nifty IT ETF	33.198
Kotak Nifty Midcap 50 ETF	117.3764
Kotak Nifty MNC ETF	22.499
Kotak Nifty PSU Bank ETF	502.7466
Kotak S&P BSE Sensex ETF	70.7331
Kotak Silver ETF	69.1949
	
	
	
LIC MF Nifty 100 ETF	210.8122
LIC MF Nifty 50 ETF	214.7894
LIC MF Nifty 8-13 yr G-Sec ETF	23.8551
LIC MF S & P BSE Sensex ETF	726.4542
	
	
	
Mirae Asset Hang Seng TECH ETF	13.7288
